address,nearest_mrt,time_to_nearest_mrt,price,unit_type,room_type,room_size,status,updated_time,link,updated_date
10 Ava Rd,,,1080.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.325312,https://99.co/singapore/rooms/property/ava-towers-condo-DgPDBeP6bMtbqycz6V8PyL,2023-09-25
25 Marsiling Drive,,,800.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.325314,https://99.co/singapore/rooms/property/25-marsiling-drive-hdb-nmT5VZ2JeHGR2mUsEw4e6M,2023-09-25
273 Yishun Street 22,,,1488.0,HDB,Master room,140.0,FULLY FURNISHED,2023-09-25 13:57:29.325316,https://99.co/singapore/rooms/property/273-yishun-street-22-hdb-9KEeeHHmGYGxXpJmTuaMQx,2023-09-25
114 Yishun Ring Road,,,1388.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325319,https://99.co/singapore/rooms/property/114-yishun-ring-road-hdb-Wrz4aFHVBo9ZgiqZikKpUD,2023-09-25
Bartley Road,,,2000.0,Corner Terrace,Master room,350.0,UNFURNISHED,2023-09-25 13:57:29.325321,https://99.co/singapore/rooms/property/bartley-road-landed-a2CEiLvZmy6Y6iCKD5Jgna,2023-09-25
685 Hougang Street 61,,,1100.0,HDB,Master room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.325323,https://99.co/singapore/rooms/property/685-hougang-street-61-hdb-9yM5p94nUtLPJfakS4qkkR,2023-09-25
82 Bedok North Road,,,1600.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325325,https://99.co/singapore/rooms/property/82-bedok-north-road-hdb-aph4QV2dzF9PcbyZfntu7w,2023-09-25
140 Upp Bt Timah Rd,Beauty World, 1 mins,1100.0,Condo,Common room,138.0,FULLY FURNISHED,2023-09-25 13:57:29.325328,https://99.co/singapore/rooms/property/beauty-world-plaza-condo-Xg7PtSXarcApnf3cqRobqd,2023-09-25
17 Tampines Ave 8,,,1680.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325330,https://99.co/singapore/rooms/property/arc-at-tampines-condo-Y3NHgBCdrd6WWVgm2K3jSm,2023-09-25
334 Yishun Street 31,,,830.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325332,https://99.co/singapore/rooms/property/334-yishun-street-31-hdb-Tu2FzFwbobTJUDDg4s7Qyr,2023-09-25
124 Bishan Street 12,,,900.0,HDB,Common room,107.0,FULLY FURNISHED,2023-09-25 13:57:29.325334,https://99.co/singapore/rooms/property/124-bishan-street-12-hdb-kC8eZWj5YJ7XwQVs8S7LMD,2023-09-25
61 Chestnut Ave,,,1600.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.325337,https://99.co/singapore/rooms/property/eco-sanctuary-condo-4KEzgqbQDZM3kcDktfnJZN,2023-09-25
452 Corporation Rd,Lakeside, 5 mins,1450.0,Condo,Common room,140.0,FULLY FURNISHED,2023-09-25 13:57:29.325339,https://99.co/singapore/rooms/property/parc-vista-condo-fgxP3PExPgYUEXZUWehCV5,2023-09-25
515 Woodlands Drive 14,,,900.0,HDB,Common room,300.0,FULLY FURNISHED,2023-09-25 13:57:29.325341,https://99.co/singapore/rooms/property/515-woodlands-drive-14-hdb-ZwQMfXVqwHE6T7bhKVqqXu,2023-09-25
288D Bukit Batok Street 25,,,850.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325343,https://99.co/singapore/rooms/property/288d-bukit-batok-street-25-hdb-GvearjGVzrpPSesdawicdH,2023-09-25
15 Woodlands Ave 6,,,1000.0,Condo,Common room,128.0,FULLY FURNISHED,2023-09-25 13:57:29.325345,https://99.co/singapore/rooms/property/twin-fountains-condo-8CLJKMJ3TCoSJc6Q3RgzJu,2023-09-25
21 Flora Rd,,,850.0,Condo,Common room,50.0,FULLY FURNISHED,2023-09-25 13:57:29.325348,https://99.co/singapore/rooms/property/estella-gardens-condo-btYZdYFyjSVW3yKtCWtKMM,2023-09-25
842 Woodlands Street 82,,,1000.0,HDB,Common room,170.0,FULLY FURNISHED,2023-09-25 13:57:29.325350,https://99.co/singapore/rooms/property/842-woodlands-street-82-hdb-46MQKSGdiZbaVB8dGyKYQC,2023-09-25
35 Robin Rd,Stevens, 6 mins,2200.0,Condo,Master room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.325352,https://99.co/singapore/rooms/property/robin-regalia-condo-Ju2tD6wvAPeEDfy4ocwARX,2023-09-25
39 Lor 24 Geylang,,,2200.0,Condo,Studio,746.0,FULLY FURNISHED,2023-09-25 13:57:29.325354,https://99.co/singapore/rooms/property/rezi-24-condo-iJuBEmH6joaNkGtcpaXJQG,2023-09-25
407 Sin Ming Avenue,Bright Hill, 2 mins,1300.0,HDB,Common room,110.0,FULLY FURNISHED,2023-09-25 13:57:29.325357,https://99.co/singapore/rooms/property/407-sin-ming-avenue-hdb-DAKpHLcn5fUgN3iTsj6No5,2023-09-25
426 Choa Chu Kang Avenue 4,Choa Chu Kang West, 2 mins,900.0,HDB,Common room,150.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.325359,https://99.co/singapore/rooms/property/426-choa-chu-kang-avenue-4-hdb-YFdTtytbQxkzSg45bmmu6m,2023-09-25
351 Tampines Street 33,,,950.0,HDB,Common room,200.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.325361,https://99.co/singapore/rooms/property/351-tampines-street-33-hdb-8k7TDYh9bsMRDQCLGwq9BY,2023-09-25
351 Tampines Street 33,,,1000.0,HDB,Common room,200.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.325363,https://99.co/singapore/rooms/property/351-tampines-street-33-hdb-eWuJH8BYXcT4ZpqmdPAajT,2023-09-25
Lorong 101 Changi,,,1650.0,Unknown,Common room,300.0,FULLY FURNISHED,2023-09-25 13:57:29.325365,https://99.co/singapore/rooms/property/lorong-101-changi-landed-UXmWf2DDaVMbBPAQjzGZoK,2023-09-25
12 Kampong Arang Road,Katong Park, 6 mins,1200.0,HDB,Master room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.325368,https://99.co/singapore/rooms/property/12-kampong-arang-road-hdb-4fqVwRTE9G8UAGabo8NvCb,2023-09-25
471B Yishun Street 42,,,1200.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.325370,https://99.co/singapore/rooms/property/471b-yishun-street-42-hdb-VahPf2yYWBJjP7vraL7bzR,2023-09-25
202 Marsiling Drive,,,1000.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325372,https://99.co/singapore/rooms/property/202-marsiling-drive-hdb-dX3FtGrAEYF2fScX84bmUE,2023-09-25
591A Montreal Link,,,1200.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325374,https://99.co/singapore/rooms/property/591a-montreal-link-hdb-ekSGcis4vn75tguUMrBopk,2023-09-25
115A Yishun Ring Road,,,1200.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325377,https://99.co/singapore/rooms/property/115a-yishun-ring-road-hdb-UzVJGuABkBzLkX8j2Es4ET,2023-09-25
223 Rangoon Rd,,,1900.0,Condo,Master room,800.0,FULLY FURNISHED,2023-09-25 13:57:29.325379,https://99.co/singapore/rooms/property/rangoon-view-condo-J7CRXex5dLKVw4ahzCdV7u,2023-09-25
1007 Lower Delta Rd,,,2100.0,Condo,Common room,300.0,FULLY FURNISHED,2023-09-25 13:57:29.325381,https://99.co/singapore/rooms/property/teresa-ville-condo-LQUNXfasyTmDQYscuSV74d,2023-09-25
547 Woodlands Drive 16,Woodlands South, 6 mins,880.0,HDB,Common room,110.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.325383,https://99.co/singapore/rooms/property/547-woodlands-drive-16-hdb-XQUrkGuGDsNZRCpsrpumdK,2023-09-25
Aston Residence,,,1600.0,Bungalow,Common room,250.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.325386,https://99.co/singapore/rooms/property/jalan-loyang-besar-landed-CqTZ4cFVps24zHbNm488xV,2023-09-25
111 Teck Whye Lane,Teck Whye, 2 mins,900.0,HDB,Common room,138.0,FULLY FURNISHED,2023-09-25 13:57:29.325388,https://99.co/singapore/rooms/property/111-teck-whye-lane-hdb-V8zASNmProyKyE9oFpT37b,2023-09-25
86 Jln Daud,,,1700.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.325390,https://99.co/singapore/rooms/property/windy-heights-condo-TWtuvvEjwSfKURoJrHn7rE,2023-09-25
12 Lor 14 Geylang,,,1850.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325392,https://99.co/singapore/rooms/property/wing-fong-mansions-condo-fXFhpZTytMoDEbKVqzYN47,2023-09-25
5000A Marine Parade Rd,Siglap, 1 mins,2300.0,Condo,Master room,350.0,FULLY FURNISHED,2023-09-25 13:57:29.325395,https://99.co/singapore/rooms/property/laguna-park-condo-To3SbDVPbKm4wcSx4VqRoy,2023-09-25
629 Ang Mo Kio Avenue 4,,,1000.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325397,https://99.co/singapore/rooms/property/629-ang-mo-kio-avenue-4-hdb-Xz8c4MWCGfBcoAecWSXsYM,2023-09-25
8 Bedok Walk,Tanah Merah, 4 mins,1300.0,Condo,Common room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.325399,https://99.co/singapore/rooms/property/jin-ding-garden-condo-9PZkBbcmqKpJFeKHb7TWem,2023-09-25
250 Yishun Avenue 9,,,850.0,HDB,Common room,110.0,FULLY FURNISHED,2023-09-25 13:57:29.325401,https://99.co/singapore/rooms/property/250-yishun-avenue-9-hdb-V6MY9JXwxy6Q4m9VyL42Ha,2023-09-25
240 Tampines Street 21,Tampines, 4 mins,1500.0,HDB,Common room,220.0,FULLY FURNISHED,2023-09-25 13:57:29.325404,https://99.co/singapore/rooms/property/240-tampines-street-21-hdb-2TwN749icNekUFQeZ5ah5B,2023-09-25
149 Simei Street 1,Simei, 5 mins,1600.0,HDB,Common room,215.0,FULLY FURNISHED,2023-09-25 13:57:29.325406,https://99.co/singapore/rooms/property/149-simei-street-1-hdb-cuiHxeZdBFWmFXvVtJgNTk,2023-09-25
3 Serangoon Nth View,,,1800.0,Condo,Master room,195.0,FULLY FURNISHED,2023-09-25 13:57:29.325408,https://99.co/singapore/rooms/property/the-garden-residences-condo-fZbtP5z85UeSCyPjVA6suk,2023-09-25
8 Jurong Lake Link,Lakeside, 6 mins,2150.0,Condo,Master room,220.0,FULLY FURNISHED,2023-09-25 13:57:29.325410,https://99.co/singapore/rooms/property/lake-grande-condo-fwdYzitn5x9D95HgRtdmqJ,2023-09-25
50 Lor 40 Geylang,Dakota, 6 mins,1650.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325413,https://99.co/singapore/rooms/property/the-sunny-spring-condo-RG8gCxkY4YXv4SSbF3qRfH,2023-09-25
5 Lor 15 Geylang,,,1400.0,Condo,Master room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325415,https://99.co/singapore/rooms/property/accord-apartments-condo-BaKJjwqMQnkmsGpVgcZPKB,2023-09-25
50 Lor 40 Geylang,Dakota, 6 mins,1400.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.325417,https://99.co/singapore/rooms/property/the-sunny-spring-condo-YhUpLfMeERsiydZj4z8z3m,2023-09-25
Serangoon Garden Estate,,,1900.0,Terraced House,Master room,300.0,FULLY FURNISHED,2023-09-25 13:57:29.325419,https://99.co/singapore/rooms/property/berwick-drive-landed-jow5aCTwUP92QD5KFB929h,2023-09-25
81 Compassvale Bow,Buangkok, 2 mins,1200.0,Condo,Common room,90.0,FULLY FURNISHED,2023-09-25 13:57:29.325421,https://99.co/singapore/rooms/property/jewel-buangkok-condo-6rP37H356MXThHtqmKDbfE,2023-09-25
76A Redhill Road,Redhill, 1 mins,1300.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325424,https://99.co/singapore/rooms/property/76a-redhill-road-hdb-K67owRv7fKX75kBiL2hgSU,2023-09-25
1 Simei St 4,Upper Changi, 5 mins,2400.0,Condo,Common room,140.0,FULLY FURNISHED,2023-09-25 13:57:29.325426,https://99.co/singapore/rooms/property/simei-green-condominium-condo-KL9irHHuiT3EsESPWZ6BhF,2023-09-25
31 Kim Keat Lane,,,1300.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325428,https://99.co/singapore/rooms/property/calarasi-condo-AFCTw8Jzd75wgvYTKRiJg3,2023-09-25
2 Indus Rd,Havelock, 5 mins,1500.0,Condo,Common room,995.0,FULLY FURNISHED,2023-09-25 13:57:29.325430,https://99.co/singapore/rooms/property/emerald-park-condo-md8eTFMdDDD6jmuVqMc5zt,2023-09-25
1 Simei St 4,Upper Changi, 5 mins,1650.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-25 13:57:29.325433,https://99.co/singapore/rooms/property/simei-green-condominium-condo-LcrT4QkknWhNCFmDxbVkdu,2023-09-25
511 Woodlands Drive 14,Woodlands, 6 mins,450.0,HDB,Common room,75.0,FULLY FURNISHED,2023-09-25 13:57:29.325435,https://99.co/singapore/rooms/property/511-woodlands-drive-14-hdb-Fwy8iEW372EVQBdZAU82mb,2023-09-25
1 Simei St 4,Upper Changi, 5 mins,2600.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325437,https://99.co/singapore/rooms/property/simei-green-condominium-condo-JBGkofMkdqTubZVAMRDedW,2023-09-25
110 Mcnair Road,Boon Keng, 5 mins,1500.0,HDB,Master room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.325439,https://99.co/singapore/rooms/property/110-mcnair-road-hdb-iR5VybYGb4cn8vccoPnFAg,2023-09-25
456 Corporation Rd,Lakeside, 5 mins,1450.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-25 13:57:29.325442,https://99.co/singapore/rooms/property/parc-vista-condo-KuvDBDkhQtZ5g269yhUq2v,2023-09-25
213 Guillemard Rd,Mountbatten, 7 mins,1900.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325444,https://99.co/singapore/rooms/property/guillemard-suites-condo-3HFJWRDjPQBLbzWtPDCdZK,2023-09-25
118 Teck Whye Lane,Keat Hong, 3 mins,1150.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325446,https://99.co/singapore/rooms/property/118-teck-whye-lane-hdb-Gt2ytSFUHYe2cwsEA74gZd,2023-09-25
628 Bedok Reservoir Road,Bedok North, 4 mins,1300.0,HDB,Master room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.325448,https://99.co/singapore/rooms/property/628-bedok-reservoir-road-hdb-nfCm9bQuN6qzar7qb8fEtK,2023-09-25
382 Tampines Street 32,,,990.0,HDB,Common room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.325450,https://99.co/singapore/rooms/property/382-tampines-street-32-hdb-JDTtZUB6TqY2v4A2pyvrYY,2023-09-25
Lakeside Grove,,,1650.0,Terraced House,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325453,https://99.co/singapore/rooms/property/corporation-rise-landed-B2v4eEgiwRnHVJ2YpGKTib,2023-09-25
723 East Coast Rd,,,1800.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325455,https://99.co/singapore/rooms/property/723-east-coast-road-condo-5ieivUMNeSUqxDrFJCA52Z,2023-09-25
73 Oxley Rise,Dhoby Ghaut, 4 mins,3000.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.325457,https://99.co/singapore/rooms/property/the-rise-oxley-condo-pqb9W6WdMEoBDsoxPSCeSm,2023-09-25
92 Dawson Road,,,1480.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325459,https://99.co/singapore/rooms/property/92-dawson-road-hdb-SNRDvRRSMfufeooJAp7fNc,2023-09-25
304 Ubi Avenue 1,,,1000.0,HDB,Common room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.325462,https://99.co/singapore/rooms/property/304-ubi-avenue-1-hdb-pU3wRFxtnJaYuKZWYigkgQ,2023-09-25
493 Admiralty Link,,,1200.0,HDB,Master room,110.0,FULLY FURNISHED,2023-09-25 13:57:29.325464,https://99.co/singapore/rooms/property/493-admiralty-link-hdb-md5kPGGxM9uKhqqz2hCAaf,2023-09-25
238 Bukit Batok East Avenue 5,,,1300.0,HDB,Master room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.325466,https://99.co/singapore/rooms/property/238-bukit-batok-east-avenue-5-hdb-BaB8T7ZeFHfjo9Jw2at3U5,2023-09-25
248 Bishan Street 22,Teck Ghee, 6 mins,900.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.325468,https://99.co/singapore/rooms/property/248-bishan-street-22-hdb-3MWWHgzRbboNExeLXpUMKH,2023-09-25
213 Petir Road,,,460.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.325471,https://99.co/singapore/rooms/property/213-petir-road-hdb-HhzEu6SGEcx8Sme7cx6XZw,2023-09-25
750 Yishun Street 72,Yishun, 2 mins,1100.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325473,https://99.co/singapore/rooms/property/750-yishun-street-72-hdb-UVkNfdscpg2TxmUtYHXZ27,2023-09-25
702 Bedok Reservoir Road,Bedok North, 3 mins,1100.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.325475,https://99.co/singapore/rooms/property/702-bedok-reservoir-road-hdb-XUZijbgYDwEs4FvE5YVLd6,2023-09-25
24 Woodlands Cres,,,1000.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325477,https://99.co/singapore/rooms/property/northoaks-condo-bUtLE3mYDJ2HpQiCpvTGcA,2023-09-25
11 Keng Cheow St,Clarke Quay, 4 mins,2100.0,Condo,Master room,210.0,FULLY FURNISHED,2023-09-25 13:57:29.325479,https://99.co/singapore/rooms/property/the-riverside-piazza-condo-Twf87ZcifdYubSRK5Cs6Ch,2023-09-25
12 Holland Avenue,Holland Village, 4 mins,780.0,HDB,Common room,90.0,FULLY FURNISHED,2023-09-25 13:57:29.325482,https://99.co/singapore/rooms/property/12-holland-avenue-hdb-AbviGpoJn8kXNEmSr4QKAh,2023-09-25
317 Jurong East Street 31,,,1200.0,HDB,Common room,500.0,FULLY FURNISHED,2023-09-25 13:57:29.325484,https://99.co/singapore/rooms/property/317-jurong-east-street-31-hdb-FhjoB2dLMJgpKBsQLUZTM6,2023-09-25
180B Marsiling Road,Woodlands North, 9 mins,850.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325486,https://99.co/singapore/rooms/property/180b-marsiling-road-hdb-Vm8FpHXZVoavEDds32e8hn,2023-09-25
47 Hindhede Walk,,,1300.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.325488,https://99.co/singapore/rooms/property/springdale-condominium-condo-233yCpLGYLoeLnfd69bh6u,2023-09-25
27 Bencoolen St,,,1600.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.325491,https://99.co/singapore/rooms/property/bencoolen-house-condo-ATtGxeKKZBiZCuTpGgB8LY,2023-09-25
382C Yishun Street 31,,,1000.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.325493,https://99.co/singapore/rooms/property/382c-yishun-street-31-hdb-bHSZDV87opa7dYLUkPALCf,2023-09-25
301 Jln Bt Ho Swee,Tiong Bahru, 1 mins,1600.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.325495,https://99.co/singapore/rooms/property/meraprime-condo-Giufnc67NjBGHXr6Qc5G5h,2023-09-25
38 Lor 32 Geylang,Dakota, 7 mins,900.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-25 13:57:29.325497,https://99.co/singapore/rooms/property/ness-condo-2nRLfotrSRhAGUcz3yxmHd,2023-09-25
487B Choa Chu Kang Avenue 5,Choa Chu Kang West, 4 mins,850.0,HDB,Master room,160.0,FULLY FURNISHED,2023-09-25 13:57:29.325500,https://99.co/singapore/rooms/property/487b-choa-chu-kang-avenue-5-hdb-Nwmmwo9HX4FrVTeNdfFaXu,2023-09-25
511 Woodlands Drive 14,Woodlands, 6 mins,950.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325502,https://99.co/singapore/rooms/property/511-woodlands-drive-14-hdb-boeoLKukbGANxmHpdsn4qA,2023-09-25
118A Jalan Membina,Tiong Bahru, 6 mins,800.0,HDB,Common room,161.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.325504,https://99.co/singapore/rooms/property/118a-jalan-membina-hdb-CiEfPGruCXC4wc858icx4h,2023-09-25
364 Bukit Batok Street 31,Bukit Gombak, 4 mins,1800.0,HDB,Common room,700.0,FULLY FURNISHED,2023-09-25 13:57:29.325506,https://99.co/singapore/rooms/property/364-bukit-batok-street-31-hdb-auWWAVEjsbpfKzq3YFpEUS,2023-09-25
33 Club St,Telok Ayer, 3 mins,1900.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325508,https://99.co/singapore/rooms/property/emerald-garden-condo-PHBzVsrZujGDSqEA7rZewA,2023-09-25
175 Bencoolen St,Rochor, 2 mins,1200.0,Condo,Common room,80.0,FULLY FURNISHED,2023-09-25 13:57:29.325511,https://99.co/singapore/rooms/property/burlington-square-condo-G6nVmJFYGv3Mpe8bAmPB5M,2023-09-25
175 Bencoolen St,Rochor, 2 mins,2500.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.325513,https://99.co/singapore/rooms/property/burlington-square-condo-KBMj4UZoyZ3DQNfkVsZz4Z,2023-09-25
175B Bencoolen St,Rochor, 2 mins,2400.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.325515,https://99.co/singapore/rooms/property/burlington-square-condo-jqyzf3zknrjufRznvKNCeQ,2023-09-25
175 Bencoolen St,Rochor, 2 mins,1900.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.325517,https://99.co/singapore/rooms/property/burlington-square-condo-bnYeUZLvEKY89zqeQsiocV,2023-09-25
175 Bencoolen St,Rochor, 2 mins,1880.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.325519,https://99.co/singapore/rooms/property/burlington-square-condo-E8hQF8L8phwDeBKEvhvKek,2023-09-25
175B Bencoolen St,Rochor, 2 mins,2380.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.325522,https://99.co/singapore/rooms/property/burlington-square-condo-SChKUTM8YxRV9rVdFhWqp6,2023-09-25
180 Bencoolen St,Rochor, 3 mins,1650.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325524,https://99.co/singapore/rooms/property/the-bencoolen-condo-bEhRr3BmHTGsJpAiGWLNGk,2023-09-25
2 Geylang East Ave 2,Paya Lebar, 6 mins,2080.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.325526,https://99.co/singapore/rooms/property/simsville-condo-efGyFDCjBkWKPbB2NapYzv,2023-09-25
33 Club St,Telok Ayer, 3 mins,2600.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.325528,https://99.co/singapore/rooms/property/emerald-garden-condo-hJ42TizoyZ4DgqVAoxJCzA,2023-09-25
175B Bencoolen St,Rochor, 2 mins,1850.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325531,https://99.co/singapore/rooms/property/burlington-square-condo-JvBLP8UmPpkJukMF8XyhcF,2023-09-25
33 Club St,Telok Ayer, 3 mins,1900.0,Condo,Master room,250.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.325533,https://99.co/singapore/rooms/property/emerald-garden-condo-RFNLJcNeCfDe3G29Mqg7uG,2023-09-25
25 Woodleigh Cl,Woodleigh, 6 mins,2200.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.325535,https://99.co/singapore/rooms/property/euro-asia-park-condo-ez2PM6bS7Ab9sN4XtnSJEn,2023-09-25
175B Bencoolen St,Rochor, 2 mins,2420.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.325537,https://99.co/singapore/rooms/property/burlington-square-condo-VDjU2ixG3Nd2JBZCuB6TwQ,2023-09-25
97 Yishun St 81,,,1288.0,Condo,Master room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.325539,https://99.co/singapore/rooms/property/orchid-park-condominium-condo-CEQkQufCNveJah97Me954e,2023-09-25
22 St. Michael's Rd,,,1250.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325542,https://99.co/singapore/rooms/property/sunville-condo-6UYpavGqp5UNd7peBkD9Ne,2023-09-25
27 Hazel Pk Terrace,Petir, 6 mins,1300.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325544,https://99.co/singapore/rooms/property/hazel-park-condominium-condo-ZjB7T3JCHQkiSbjRBbRVzb,2023-09-25
487 Yio Chu Kang Rd,,,2200.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.325546,https://99.co/singapore/rooms/property/castle-green-condo-J6i9t3JrXsTXBnuZkWmufS,2023-09-25
21 Chiku Rd,,,1500.0,Condo,Common room,80.0,FULLY FURNISHED,2023-09-25 13:57:29.325548,https://99.co/singapore/rooms/property/casa-aroma-condo-QGByYTooqYLf2fev56XjVw,2023-09-25
1 Simei St 4,Upper Changi, 5 mins,1580.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325551,https://99.co/singapore/rooms/property/simei-green-condominium-condo-TxdDvUR4F3BFuK96AG6bXe,2023-09-25
25 Hillview Ave,Hillview, 2 mins,1400.0,Condo,Master room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.325553,https://99.co/singapore/rooms/property/glendale-park-condo-4vJv7xj4aJzCzCxKVameSL,2023-09-25
10 Kitchener Link,Farrer Park, 5 mins,1550.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.325555,https://99.co/singapore/rooms/property/city-square-residences-condo-F4D9MAePWa9wnwBEf75HXL,2023-09-25
5 Simei St 3,,,1380.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.325557,https://99.co/singapore/rooms/property/eastpoint-green-condo-TNRqDrZdQWJ9UxsDAmXybp,2023-09-25
2 Indus Rd,Havelock, 5 mins,1400.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.325560,https://99.co/singapore/rooms/property/emerald-park-condo-25WgCcHFqqChFMmZeTfCAr,2023-09-25
2 Pandan Valley,,,3400.0,Condo,Master room,700.0,FULLY FURNISHED,2023-09-25 13:57:29.325562,https://99.co/singapore/rooms/property/pandan-valley-condo-8q5MQy3n6dFgmin23NYQKe,2023-09-25
